District,Total,Date,Population,Vac,,,,,
Coimbatore,477330,22-05-2021,"34,72,578",13745.69556,,,,,
Cuddalore,171502,22-05-2021,"26,00,880",6593.998954,,,,,
Dharmapuri,106464,22-05-2021,"15,02,900",7083.904451,,,,,
Dindigul,167172,22-05-2021,"21,61,367",7734.549477,,,,,
Erode,165167,22-05-2021,"22,59,608",7309.542186,,,,,
Kallakurichi,70092,22-05-2021,"13,70,281",5115.155213,,,,,
Kancheepuram,86018,22-05-2021,"11,66,401",7374.650742,,,,,
Kanniyakumari,143041,22-05-2021,"18,63,178",7677.258963,,,,,
Karur,73562,22-05-2021,"10,76,588",6832.883146,,,,,
Krishnagiri,169050,22-05-2021,"18,83,731",8974.211286,,,,,
Madurai,273476,22-05-2021,"39,91,038",6852.252472,,,,,
Nagapattinam,72451,22-05-2021,"16,14,069",4488.717645,,,,,
Namakkal,177346,22-05-2021,"7,35,071",24126.37691,,,,,
The Nilgiris,165943,22-05-2021,"24,71,222",6715.017914,,,,,
Perambalur,40731,22-05-2021,"17,21,179",2366.45927,,,,,
Pudukkottai,103619,22-05-2021,"5,64,511",18355.53249,,,,,
Ramanathapuram,87175,22-05-2021,"19,18,725",4543.381673,,,,,
Ranipet,57427,22-05-2021,"13,37,560",4293.414875,,,,,
Salem,406340,22-05-2021,"12,10,277",33574.1322,,,,,
Sivagangai,85230,22-05-2021,"34,80,008",2449.132301,,,,,
Tenkasi,76332,22-05-2021,"13,41,250",5691.10904,,,,,
Thanjavur,168495,22-05-2021,"14,07,627",11970.1455,,,,,
Theni,70572,22-05-2021,"27,13,858",2600.430826,,,,,
Thoothukudi,102050,22-05-2021,"12,43,684",8205.460551,,,,,
Tiruchirapalli,254014,22-05-2021,"16,65,253",15253.77825,,,,,
Tirunelveli,92135,22-05-2021,"24,02,781",3834.515089,,,,,
Tirupathur,80475,22-05-2021,"17,38,376",4629.320699,,,,,
Tiruppur,163174,22-05-2021,"11,11,812",14676.40213,,,,,
Tiruvallur,221008,22-05-2021,"37,25,697",5931.990712,,,,,
Tiruvannamalai,100129,22-05-2021,"12,68,094",7896.023481,,,,,
Tiruvarur,57353,22-05-2021,"24,68,965",2322.957191,,,,,
Vellore,190523,22-05-2021,"16,14,242",11802.62935,,,,,
Villupuram,129242,22-05-2021,"20,93,003",6174.955315,,,,,
Virudhunagar,225422,22-05-2021,"19,43,309",11599.90511,,,,,
Ariyalur,36713,23-04-2021,"7,52,481",4878.927176,,,,,
Chengalpattu,208708,23-04-2021,"25,56,244",8164.635301,,,,,
Chennai,1293377,23-04-2021,"71,00,000",18216.57746,,,,,
Coimbatore,338918,23-04-2021,"34,72,578",9759.838368,,,,,
Cuddalore,122168,23-04-2021,"26,00,880",4697.179416,,,,,
Dharmapuri,77050,23-04-2021,"15,02,900",5126.75494,,,,,
Dindigul,116949,23-04-2021,"21,61,367",5410.881169,,,,,
Erode,114058,23-04-2021,"22,59,608",5047.689688,,,,,
Kallakurichi,49781,23-04-2021,"13,70,281",3632.904492,,,,,
Kancheepuram,59150,23-04-2021,"11,66,401",5071.154774,,,,,
Kanniyakumari,97946,23-04-2021,"18,63,178",5256.931973,,,,,
Karur,49181,23-04-2021,"10,76,588",4568.228515,,,,,
Krishnagiri,118412,23-04-2021,"18,83,731",6286.035533,,,,,
Madurai,195723,23-04-2021,"39,91,038",4904.062552,,,,,
Nagapattinam,50602,23-04-2021,"16,14,069",3135.058043,,,,,
Namakkal,124769,23-04-2021,"7,35,071",16973.73451,,,,,
The Nilgiris,113997,23-04-2021,"24,71,222",4612.980946,,,,,
Perambalur,30608,23-04-2021,"17,21,179",1778.31591,,,,,
Pudukkottai,71828,23-04-2021,"5,64,511",12723.93275,,,,,
Ramanathapuram,61000,23-04-2021,"19,18,725",3179.194517,,,,,
Ranipet,41057,23-04-2021,"13,37,560",3069.544544,,,,,
Salem,302561,23-04-2021,"12,10,277",24999.31834,,,,,
Sivagangai,58703,23-04-2021,"34,80,008",1686.863938,,,,,
Tenkasi,53245,23-04-2021,"13,41,250",3969.804287,,,,,
Thanjavur,123662,23-04-2021,"14,07,627",8785.139813,,,,,
Theni,51936,23-04-2021,"27,13,858",1913.733143,,,,,
Thoothukudi,66182,23-04-2021,"12,43,684",5321.448214,,,,,
Tiruchirapalli,188198,23-04-2021,"16,65,253",11301.4659,,,,,
Tirunelveli,62464,23-04-2021,"24,02,781",2599.654317,,,,,
Tirupathur,59658,23-04-2021,"17,38,376",3431.823725,,,,,
Tiruppur,115037,23-04-2021,"11,11,812",10346.80324,,,,,
Tiruvallur,156143,23-04-2021,"37,25,697",4190.974199,,,,,
Tiruvannamalai,74106,23-04-2021,"12,68,094",5843.888545,,,,,
Tiruvarur,38490,23-04-2021,"24,68,965",1558.952841,,,,,
Vellore,151769,23-04-2021,"16,14,242",9401.874068,,,,,
Villupuram,93405,23-04-2021,"20,93,003",4462.726523,,,,,
Virudhunagar,165029,23-04-2021,"19,43,309",8492.164653,,,,,
Ariyalur,56276,23-05-2021,"7,52,481",7478.727038,,,,,
Chengalpattu,303145,23-05-2021,"25,56,244",11859.00094,,,,,
Chennai,1834713,23-05-2021,"71,00,000",25841.02817,,,,,
Coimbatore,486451,23-05-2021,"34,72,578",14008.35345,,,,,
Cuddalore,171659,23-05-2021,"26,00,880",6600.035373,,,,,
Dharmapuri,106563,23-05-2021,"15,02,900",7090.491716,,,,,
Dindigul,167312,23-05-2021,"21,61,367",7741.026859,,,,,
Erode,165279,23-05-2021,"22,59,608",7314.498798,,,,,
Kallakurichi,70387,23-05-2021,"13,70,281",5136.683644,,,,,
Kancheepuram,86063,23-05-2021,"11,66,401",7378.508763,,,,,
Kanniyakumari,143251,23-05-2021,"18,63,178",7688.530028,,,,,
Karur,73683,23-05-2021,"10,76,588",6844.122357,,,,,
Krishnagiri,169060,23-05-2021,"18,83,731",8974.742147,,,,,
Madurai,274058,23-05-2021,"39,91,038",6866.835144,,,,,
Nagapattinam,72491,23-05-2021,"16,14,069",4491.195853,,,,,
Namakkal,177449,23-05-2021,"7,35,071",24140.38916,,,,,
The Nilgiris,166863,23-05-2021,"24,71,222",6752.246459,,,,,
Perambalur,40785,23-05-2021,"17,21,179",2369.596654,,,,,
Pudukkottai,103831,23-05-2021,"5,64,511",18393.08711,,,,,
Ramanathapuram,87280,23-05-2021,"19,18,725",4548.854057,,,,,
Ranipet,57630,23-05-2021,"13,37,560",4308.591764,,,,,
Salem,406611,23-05-2021,"12,10,277",33596.52377,,,,,
Sivagangai,85300,23-05-2021,"34,80,008",2451.14379,,,,,
Tenkasi,76906,23-05-2021,"13,41,250",5733.904939,,,,,
Thanjavur,168701,23-05-2021,"14,07,627",11984.78006,,,,,
Theni,70616,23-05-2021,"27,13,858",2602.052134,,,,,
Thoothukudi,102743,23-05-2021,"12,43,684",8261.182101,,,,,
Tiruchirapalli,254138,23-05-2021,"16,65,253",15261.22457,,,,,
Tirunelveli,92175,23-05-2021,"24,02,781",3836.179827,,,,,
Tirupathur,80600,23-05-2021,"17,38,376",4636.511319,,,,,
Tiruppur,163361,23-05-2021,"11,11,812",14693.22152,,,,,
Tiruvallur,221313,23-05-2021,"37,25,697",5940.1771,,,,,
Tiruvannamalai,100203,23-05-2021,"12,68,094",7901.85901,,,,,
Tiruvarur,57412,23-05-2021,"24,68,965",2325.346856,,,,,
Vellore,190606,23-05-2021,"16,14,242",11807.77108,,,,,
Villupuram,129448,23-05-2021,"20,93,003",6184.797633,,,,,
Virudhunagar,226146,23-05-2021,"19,43,309",11637.16115,,,,,
Ariyalur,18009,24-03-2021,"7,52,481",2393.28302,,,,,
Chengalpattu,95728,24-03-2021,"25,56,244",3744.869426,,,,,
Chennai,566700,24-03-2021,"71,00,000",7981.690141,,,,,
Coimbatore,143417,24-03-2021,"34,72,578",4129.986425,,,,,
Cuddalore,57845,24-03-2021,"26,00,880",2224.054935,,,,,
Dharmapuri,43169,24-03-2021,"15,02,900",2872.380065,,,,,
Dindigul,54004,24-03-2021,"21,61,367",2498.603893,,,,,
Erode,54086,24-03-2021,"22,59,608",2393.601014,,,,,
Kallakurichi,25966,24-03-2021,"13,70,281",1894.939797,,,,,
Kancheepuram,29875,24-03-2021,"11,66,401",2561.29753,,,,,
Kanniyakumari,47974,24-03-2021,"18,63,178",2574.847921,,,,,
Karur,27203,24-03-2021,"10,76,588",2526.779046,,,,,
Krishnagiri,71237,24-03-2021,"18,83,731",3781.697068,,,,,
Madurai,98430,24-03-2021,"39,91,038",2466.275691,,,,,
Nagapattinam,26106,24-03-2021,"16,14,069",1617.402973,,,,,
Namakkal,64317,24-03-2021,"7,35,071",8749.767029,,,,,
The Nilgiris,57687,24-03-2021,"24,71,222",2334.351183,,,,,
Perambalur,17909,24-03-2021,"17,21,179",1040.507699,,,,,
Pudukkottai,33700,24-03-2021,"5,64,511",5969.768525,,,,,
Ramanathapuram,25652,24-03-2021,"19,18,725",1336.929471,,,,,
Ranipet,18908,24-03-2021,"13,37,560",1413.618828,,,,,
Salem,157098,24-03-2021,"12,10,277",12980.33425,,,,,
Sivagangai,30446,24-03-2021,"34,80,008",874.8830462,,,,,
Tenkasi,30275,24-03-2021,"13,41,250",2257.22274,,,,,
Thanjavur,63573,24-03-2021,"14,07,627",4516.324282,,,,,
Theni,21935,24-03-2021,"27,13,858",808.2589435,,,,,
Thoothukudi,30692,24-03-2021,"12,43,684",2467.829449,,,,,
Tiruchirapalli,89600,24-03-2021,"16,65,253",5380.563794,,,,,
Tirunelveli,31335,24-03-2021,"24,02,781",1304.113858,,,,,
Tirupathur,24333,24-03-2021,"17,38,376",1399.754714,,,,,
Tiruppur,51562,24-03-2021,"11,11,812",4637.654567,,,,,
Tiruvallur,71021,24-03-2021,"37,25,697",1906.247341,,,,,
Tiruvannamalai,37296,24-03-2021,"12,68,094",2941.10689,,,,,
Tiruvarur,17994,24-03-2021,"24,68,965",728.8074153,,,,,
Vellore,60017,24-03-2021,"16,14,242",3717.967938,,,,,
Villupuram,64125,24-03-2021,"20,93,003",3063.779651,,,,,
Virudhunagar,81224,24-03-2021,"19,43,309",4179.674977,,,,,
Ariyalur,37378,24-04-2021,"7,52,481",4967.3015,,,,,
Chengalpattu,215570,24-04-2021,"25,56,244",8433.076029,,,,,
Chennai,1320751,24-04-2021,"71,00,000",18602.12676,,,,,
Coimbatore,352934,24-04-2021,"34,72,578",10163.45781,,,,,
Cuddalore,125375,24-04-2021,"26,00,880",4820.483836,,,,,
Dharmapuri,78326,24-04-2021,"15,02,900",5211.657462,,,,,
Dindigul,120178,24-04-2021,"21,61,367",5560.277362,,,,,
Erode,117810,24-04-2021,"22,59,608",5213.736188,,,,,
Kallakurichi,50427,24-04-2021,"13,70,281",3680.048107,,,,,
Kancheepuram,60158,24-04-2021,"11,66,401",5157.574453,,,,,
Kanniyakumari,101543,24-04-2021,"18,63,178",5449.989212,,,,,
Karur,50214,24-04-2021,"10,76,588",4664.179798,,,,,
Krishnagiri,120665,24-04-2021,"18,83,731",6405.638597,,,,,
Madurai,201590,24-04-2021,"39,91,038",5051.066915,,,,,
Nagapattinam,51234,24-04-2021,"16,14,069",3174.213742,,,,,
Namakkal,127220,24-04-2021,"7,35,071",17307.17169,,,,,
The Nilgiris,117816,24-04-2021,"24,71,222",4767.519875,,,,,
Perambalur,30964,24-04-2021,"17,21,179",1798.999407,,,,,
Pudukkottai,73072,24-04-2021,"5,64,511",12944.30047,,,,,
Ramanathapuram,62283,24-04-2021,"19,18,725",3246.061838,,,,,
Ranipet,41644,24-04-2021,"13,37,560",3113.430426,,,,,
Salem,308238,24-04-2021,"12,10,277",25468.38451,,,,,
Sivagangai,59296,24-04-2021,"34,80,008",1703.904129,,,,,
Tenkasi,54203,24-04-2021,"13,41,250",4041.230196,,,,,
Thanjavur,125582,24-04-2021,"14,07,627",8921.539584,,,,,
Theni,52747,24-04-2021,"27,13,858",1943.616799,,,,,
Thoothukudi,67419,24-04-2021,"12,43,684",5420.910778,,,,,
Tiruchirapalli,191369,24-04-2021,"16,65,253",11491.88742,,,,,
Tirunelveli,63881,24-04-2021,"24,02,781",2658.627649,,,,,
Tirupathur,60977,24-04-2021,"17,38,376",3507.69914,,,,,
Tiruppur,118909,24-04-2021,"11,11,812",10695.06355,,,,,
Tiruvallur,159455,24-04-2021,"37,25,697",4279.870317,,,,,
Tiruvannamalai,75043,24-04-2021,"12,68,094",5917.778966,,,,,
Tiruvarur,39775,24-04-2021,"24,68,965",1610.998941,,,,,
Vellore,153184,24-04-2021,"16,14,242",9489.531309,,,,,
Villupuram,94601,24-04-2021,"20,93,003",4519.869298,,,,,
Virudhunagar,169989,24-04-2021,"19,43,309",8747.39941,,,,,
Ariyalur,56872,24-05-2021,"7,52,481",7557.931695,,,,,
Chengalpattu,305052,24-05-2021,"25,56,244",11933.60258,,,,,
Chennai,1858026,24-05-2021,"71,00,000",26169.38028,,,,,
Coimbatore,506187,24-05-2021,"34,72,578",14576.69201,,,,,
Cuddalore,172608,24-05-2021,"26,00,880",6636.523023,,,,,
Dharmapuri,108101,24-05-2021,"15,02,900",7192.827201,,,,,
Dindigul,168558,24-05-2021,"21,61,367",7798.67556,,,,,
Erode,169249,24-05-2021,"22,59,608",7490.192989,,,,,
Kallakurichi,70959,24-05-2021,"13,70,281",5178.426907,,,,,
Kancheepuram,87010,24-05-2021,"11,66,401",7459.69868,,,,,
Kanniyakumari,143684,24-05-2021,"18,63,178",7711.76989,,,,,
Karur,75963,24-05-2021,"10,76,588",7055.902537,,,,,
Krishnagiri,170667,24-05-2021,"18,83,731",9060.051568,,,,,
Madurai,276127,24-05-2021,"39,91,038",6918.676294,,,,,
Nagapattinam,72579,24-05-2021,"16,14,069",4496.647913,,,,,
Namakkal,179007,24-05-2021,"7,35,071",24352.34147,,,,,
The Nilgiris,169659,24-05-2021,"24,71,222",6865.388864,,,,,
Perambalur,41764,24-05-2021,"17,21,179",2426.47627,,,,,
Pudukkottai,105987,24-05-2021,"5,64,511",18775.01058,,,,,
Ramanathapuram,88990,24-05-2021,"19,18,725",4637.975739,,,,,
Ranipet,58201,24-05-2021,"13,37,560",4351.281438,,,,,
Salem,411723,24-05-2021,"12,10,277",34018.90642,,,,,
Sivagangai,86216,24-05-2021,"34,80,008",2477.465569,,,,,
Tenkasi,77546,24-05-2021,"13,41,250",5781.621622,,,,,
Thanjavur,170163,24-05-2021,"14,07,627",12088.6428,,,,,
Theni,70919,24-05-2021,"27,13,858",2613.217051,,,,,
Thoothukudi,104552,24-05-2021,"12,43,684",8406.637056,,,,,
Tiruchirapalli,255065,24-05-2021,"16,65,253",15316.89179,,,,,
Tirunelveli,92666,24-05-2021,"24,02,781",3856.614481,,,,,
Tirupathur,81208,24-05-2021,"17,38,376",4671.486491,,,,,
Tiruppur,164732,24-05-2021,"11,11,812",14816.53373,,,,,
Tiruvallur,223029,24-05-2021,"37,25,697",5986.235596,,,,,
Tiruvannamalai,103146,24-05-2021,"12,68,094",8133.939598,,,,,
Tiruvarur,57957,24-05-2021,"24,68,965",2347.420883,,,,,
Vellore,190995,24-05-2021,"16,14,242",11831.86908,,,,,
Villupuram,130122,24-05-2021,"20,93,003",6217.000167,,,,,
Virudhunagar,227833,24-05-2021,"19,43,309",11723.97184,,,,,
Ariyalur,37638,25-04-2021,"7,52,481",5001.853867,,,,,
Chengalpattu,216808,25-04-2021,"25,56,244",8481.50646,,,,,
Chennai,1324506,25-04-2021,"71,00,000",18655.01408,,,,,
Coimbatore,353296,25-04-2021,"34,72,578",10173.88234,,,,,
Cuddalore,125775,25-04-2021,"26,00,880",4835.863246,,,,,
Dharmapuri,78416,25-04-2021,"15,02,900",5217.645885,,,,,
Dindigul,120368,25-04-2021,"21,61,367",5569.068094,,,,,
Erode,118139,25-04-2021,"22,59,608",5228.296235,,,,,
Kallakurichi,50507,25-04-2021,"13,70,281",3685.886326,,,,,
Kancheepuram,60270,25-04-2021,"11,66,401",5167.17664,,,,,
Kanniyakumari,101646,25-04-2021,"18,63,178",5455.517401,,,,,
Karur,50214,25-04-2021,"10,76,588",4664.179798,,,,,
Krishnagiri,120696,25-04-2021,"18,83,731",6407.284267,,,,,
Madurai,202187,25-04-2021,"39,91,038",5066.02543,,,,,
Nagapattinam,51264,25-04-2021,"16,14,069",3176.072398,,,,,
Namakkal,127292,25-04-2021,"7,35,071",17316.96666,,,,,
The Nilgiris,118077,25-04-2021,"24,71,222",4778.081451,,,,,
Perambalur,31021,25-04-2021,"17,21,179",1802.31109,,,,,
Pudukkottai,73308,25-04-2021,"5,64,511",12986.10656,,,,,
Ramanathapuram,62421,25-04-2021,"19,18,725",3253.254114,,,,,
Ranipet,41801,25-04-2021,"13,37,560",3125.168217,,,,,
Salem,308402,25-04-2021,"12,10,277",25481.93513,,,,,
Sivagangai,59337,25-04-2021,"34,80,008",1705.082287,,,,,
Tenkasi,54262,25-04-2021,"13,41,250",4045.629077,,,,,
Thanjavur,126341,25-04-2021,"14,07,627",8975.460118,,,,,
Theni,52774,25-04-2021,"27,13,858",1944.611693,,,,,
Thoothukudi,67515,25-04-2021,"12,43,684",5428.629781,,,,,
Tiruchirapalli,191501,25-04-2021,"16,65,253",11499.81414,,,,,
Tirunelveli,63893,25-04-2021,"24,02,781",2659.12707,,,,,
Tirupathur,61019,25-04-2021,"17,38,376",3510.115188,,,,,
Tiruppur,118919,25-04-2021,"11,11,812",10695.96299,,,,,
Tiruvallur,159688,25-04-2021,"37,25,697",4286.12418,,,,,
Tiruvannamalai,75093,25-04-2021,"12,68,094",5921.721891,,,,,
Tiruvarur,39815,25-04-2021,"24,68,965",1612.619053,,,,,
Vellore,153306,25-04-2021,"16,14,242",9497.089036,,,,,
Villupuram,94631,25-04-2021,"20,93,003",4521.302645,,,,,
Virudhunagar,170227,25-04-2021,"19,43,309",8759.646562,,,,,
Ariyalur,59261,25-05-2021,"7,52,481",7875.414795,,,,,
Chengalpattu,308782,25-05-2021,"25,56,244",12079.5198,,,,,
Chennai,1882835,25-05-2021,"71,00,000",26518.80282,,,,,
Coimbatore,525080,25-05-2021,"34,72,578",15120.75467,,,,,
Cuddalore,174135,25-05-2021,"26,00,880",6695.233921,,,,,
Dharmapuri,112882,25-05-2021,"15,02,900",7510.945505,,,,,
Dindigul,174355,25-05-2021,"21,61,367",8066.885448,,,,,
Erode,180292,25-05-2021,"22,59,608",7978.906076,,,,,
Kallakurichi,74493,25-05-2021,"13,70,281",5436.330213,,,,,
Kancheepuram,94409,25-05-2021,"11,66,401",8094.043129,,,,,
Kanniyakumari,153720,25-05-2021,"18,63,178",8250.419445,,,,,
Karur,82611,25-05-2021,"10,76,588",7673.408955,,,,,
Krishnagiri,174937,25-05-2021,"18,83,731",9286.729368,,,,,
Madurai,279605,25-05-2021,"39,91,038",7005.821543,,,,,
Nagapattinam,75832,25-05-2021,"16,14,069",4698.188244,,,,,
Namakkal,185690,25-05-2021,"7,35,071",25261.50535,,,,,
The Nilgiris,176046,25-05-2021,"24,71,222",7123.843993,,,,,
Perambalur,43989,25-05-2021,"17,21,179",2555.748124,,,,,
Pudukkottai,110391,25-05-2021,"5,64,511",19555.15482,,,,,
Ramanathapuram,93340,25-05-2021,"19,18,725",4864.688791,,,,,
Ranipet,59507,25-05-2021,"13,37,560",4448.921918,,,,,
Salem,428483,25-05-2021,"12,10,277",35403.71336,,,,,
Sivagangai,89781,25-05-2021,"34,80,008",2579.907862,,,,,
Tenkasi,80084,25-05-2021,"13,41,250",5970.848089,,,,,
Thanjavur,175452,25-05-2021,"14,07,627",12464.38154,,,,,
Theni,72454,25-05-2021,"27,13,858",2669.778596,,,,,
Thoothukudi,110103,25-05-2021,"12,43,684",8852.972298,,,,,
Tiruchirapalli,262744,25-05-2021,"16,65,253",15778.02292,,,,,
Tirunelveli,96652,25-05-2021,"24,02,781",4022.505588,,,,,
Tirupathur,83696,25-05-2021,"17,38,376",4814.608577,,,,,
Tiruppur,173525,25-05-2021,"11,11,812",15607.40485,,,,,
Tiruvallur,229634,25-05-2021,"37,25,697",6163.51786,,,,,
Tiruvannamalai,108461,25-05-2021,"12,68,094",8553.072564,,,,,
Tiruvarur,62203,25-05-2021,"24,68,965",2519.395779,,,,,
Vellore,192347,25-05-2021,"16,14,242",11915.62356,,,,,
Villupuram,132868,25-05-2021,"20,93,003",6348.199214,,,,,
Virudhunagar,236987,25-05-2021,"19,43,309",12195.02405,,,,,
Ariyalur,19310,26-03-2021,"7,52,481",2566.177751,,,,,
Chengalpattu,103298,26-03-2021,"25,56,244",4041.00704,,,,,
Chennai,630666,26-03-2021,"71,00,000",8882.619718,,,,,
Coimbatore,157213,26-03-2021,"34,72,578",4527.270518,,,,,
Cuddalore,62285,26-03-2021,"26,00,880",2394.766387,,,,,
Dharmapuri,45483,26-03-2021,"15,02,900",3026.349058,,,,,
Dindigul,57424,26-03-2021,"21,61,367",2656.837085,,,,,
Erode,58676,26-03-2021,"22,59,608",2596.733593,,,,,
Kallakurichi,27538,26-03-2021,"13,70,281",2009.660792,,,,,
Kancheepuram,32071,26-03-2021,"11,66,401",2749.568973,,,,,
Kanniyakumari,51613,26-03-2021,"18,63,178",2770.159373,,,,,
Karur,29377,26-03-2021,"10,76,588",2728.713305,,,,,
Krishnagiri,73932,26-03-2021,"18,83,731",3924.764205,,,,,
Madurai,104328,26-03-2021,"39,91,038",2614.056794,,,,,
Nagapattinam,27447,26-03-2021,"16,14,069",1700.484924,,,,,
Namakkal,69773,26-03-2021,"7,35,071",9492.008255,,,,,
The Nilgiris,62676,26-03-2021,"24,71,222",2536.23511,,,,,
Perambalur,19107,26-03-2021,"17,21,179",1110.111151,,,,,
Pudukkottai,36701,26-03-2021,"5,64,511",6501.37907,,,,,
Ramanathapuram,28437,26-03-2021,"19,18,725",1482.077942,,,,,
Ranipet,20019,26-03-2021,"13,37,560",1496.680523,,,,,
Salem,168606,26-03-2021,"12,10,277",13931.19096,,,,,
Sivagangai,32590,26-03-2021,"34,80,008",936.4921,,,,,
Tenkasi,31620,26-03-2021,"13,41,250",2357.50233,,,,,
Thanjavur,67585,26-03-2021,"14,07,627",4801.342969,,,,,
Theni,23509,26-03-2021,"27,13,858",866.2575566,,,,,
Thoothukudi,32555,26-03-2021,"12,43,684",2617.626342,,,,,
Tiruchirapalli,97975,26-03-2021,"16,65,253",5883.490377,,,,,
Tirunelveli,33281,26-03-2021,"24,02,781",1385.103345,,,,,
Tirupathur,26398,26-03-2021,"17,38,376",1518.543744,,,,,
Tiruppur,56398,26-03-2021,"11,11,812",5072.620191,,,,,
Tiruvallur,76380,26-03-2021,"37,25,697",2050.086199,,,,,
Tiruvannamalai,39762,26-03-2021,"12,68,094",3135.571969,,,,,
Tiruvarur,19031,26-03-2021,"24,68,965",770.8088207,,,,,
Vellore,69561,26-03-2021,"16,14,242",4309.205187,,,,,
Villupuram,66578,26-03-2021,"20,93,003",3180.979674,,,,,
Virudhunagar,88806,26-03-2021,"19,43,309",4569.834236,,,,,
Ariyalur,38323,26-04-2021,"7,52,481",5092.886066,,,,,
Chengalpattu,222627,26-04-2021,"25,56,244",8709.145136,,,,,
Chennai,1361919,26-04-2021,"71,00,000",19181.95775,,,,,
Coimbatore,387961,26-04-2021,"34,72,578",11172.13206,,,,,
Cuddalore,128795,26-04-2021,"26,00,880",4951.977792,,,,,
Dharmapuri,79630,26-04-2021,"15,02,900",5298.423049,,,,,
Dindigul,123529,26-04-2021,"21,61,367",5715.31813,,,,,
Erode,122448,26-04-2021,"22,59,608",5418.993029,,,,,
Kallakurichi,51403,26-04-2021,"13,70,281",3751.274374,,,,,
Kancheepuram,61592,26-04-2021,"11,66,401",5280.516735,,,,,
Kanniyakumari,107297,26-04-2021,"18,63,178",5758.816388,,,,,
Karur,51555,26-04-2021,"10,76,588",4788.739982,,,,,
Krishnagiri,122430,26-04-2021,"18,83,731",6499.335627,,,,,
Madurai,206730,26-04-2021,"39,91,038",5179.855466,,,,,
Nagapattinam,52005,26-04-2021,"16,14,069",3221.981216,,,,,
Namakkal,128158,26-04-2021,"7,35,071",17434.77841,,,,,
The Nilgiris,123654,26-04-2021,"24,71,222",5003.759274,,,,,
Perambalur,31533,26-04-2021,"17,21,179",1832.058142,,,,,
Pudukkottai,74810,26-04-2021,"5,64,511",13252.17755,,,,,
Ramanathapuram,65292,26-04-2021,"19,18,725",3402.884728,,,,,
Ranipet,42553,26-04-2021,"13,37,560",3181.389994,,,,,
Salem,317252,26-04-2021,"12,10,277",26213.17269,,,,,
Sivagangai,60488,26-04-2021,"34,80,008",1738.156924,,,,,
Tenkasi,55374,26-04-2021,"13,41,250",4128.536813,,,,,
Thanjavur,129652,26-04-2021,"14,07,627",9210.678681,,,,,
Theni,53805,26-04-2021,"27,13,858",1982.60189,,,,,
Thoothukudi,71251,26-04-2021,"12,43,684",5729.027631,,,,,
Tiruchirapalli,195481,26-04-2021,"16,65,253",11738.81686,,,,,
Tirunelveli,65276,26-04-2021,"24,02,781",2716.685374,,,,,
Tirupathur,62459,26-04-2021,"17,38,376",3592.951122,,,,,
Tiruppur,122816,26-04-2021,"11,11,812",11046.47189,,,,,
Tiruvallur,162512,26-04-2021,"37,25,697",4361.922078,,,,,
Tiruvannamalai,76334,26-04-2021,"12,68,094",6019.585299,,,,,
Tiruvarur,40779,26-04-2021,"24,68,965",1651.663754,,,,,
Vellore,155016,26-04-2021,"16,14,242",9603.021108,,,,,
Villupuram,95075,26-04-2021,"20,93,003",4542.516184,,,,,
Virudhunagar,173831,26-04-2021,"19,43,309",8945.103429,,,,,
Ariyalur,61063,26-05-2021,"7,52,481",8114.88928,,,,,
Chengalpattu,316891,26-05-2021,"25,56,244",12396.74303,,,,,
Chennai,1911758,26-05-2021,"71,00,000",26926.16901,,,,,
Coimbatore,542442,26-05-2021,"34,72,578",15620.72904,,,,,
Cuddalore,177363,26-05-2021,"26,00,880",6819.34576,,,,,
Dharmapuri,118193,26-05-2021,"15,02,900",7864.328964,,,,,
Dindigul,179988,26-05-2021,"21,61,367",8327.507545,,,,,
Erode,191816,26-05-2021,"22,59,608",8488.90604,,,,,
Kallakurichi,78398,26-05-2021,"13,70,281",5721.308257,,,,,
Kancheepuram,104551,26-05-2021,"11,66,401",8963.555415,,,,,
Kanniyakumari,165327,26-05-2021,"18,63,178",8873.387298,,,,,
Karur,89699,26-05-2021,"10,76,588",8331.785233,,,,,
Krishnagiri,179852,26-05-2021,"18,83,731",9547.647727,,,,,
Madurai,285503,26-05-2021,"39,91,038",7153.602647,,,,,
Nagapattinam,80686,26-05-2021,"16,14,069",4998.918881,,,,,
Namakkal,195766,26-05-2021,"7,35,071",26632.25729,,,,,
The Nilgiris,179805,26-05-2021,"24,71,222",7275.954973,,,,,
Perambalur,46244,26-05-2021,"17,21,179",2686.762969,,,,,
Pudukkottai,116417,26-05-2021,"5,64,511",20622.62737,,,,,
Ramanathapuram,96249,26-05-2021,"19,18,725",5016.299887,,,,,
Ranipet,61970,26-05-2021,"13,37,560",4633.06319,,,,,
Salem,443133,26-05-2021,"12,10,277",36614.18006,,,,,
Sivagangai,94312,26-05-2021,"34,80,008",2710.108712,,,,,
Tenkasi,84020,26-05-2021,"13,41,250",6264.305685,,,,,
Thanjavur,177789,26-05-2021,"14,07,627",12630.40564,,,,,
Theni,74312,26-05-2021,"27,13,858",2738.242016,,,,,
Thoothukudi,116571,26-05-2021,"12,43,684",9373.040097,,,,,
Tiruchirapalli,274388,26-05-2021,"16,65,253",16477.25601,,,,,
Tirunelveli,101627,26-05-2021,"24,02,781",4229.557334,,,,,
Tirupathur,86991,26-05-2021,"17,38,376",5004.153302,,,,,
Tiruppur,184336,26-05-2021,"11,11,812",16579.78147,,,,,
Tiruvallur,240162,26-05-2021,"37,25,697",6446.095858,,,,,
